,URL,Blocking Quotient
2743,www.cnduk.org,Often inaccessible
2744,www.cne-book.com,Inaccessible significantly more often than not
2745,www.cnet21.com,Almost always inaccessible
2746,cnewyear.uhome.net,Inaccessible in every test
2747,www.cnftrade.tk,Almost always inaccessible
2748,www.cnhomestay.com,Almost always inaccessible
2749,www.cnhongcheng.com,Almost always inaccessible
2750,www.cnhonor.com,Sometimes inaccessible
2751,www.cnhujiang.com,Sometimes inaccessible
2752,www.cninfotimes.com,Almost always inaccessible
2753,www.cnjj.com,Almost always inaccessible
2754,www.cnjsp.net,Almost always inaccessible
2755,www.cnknitclub.com,Almost always inaccessible
2756,www.cnlanker.com,Almost always inaccessible
2757,www.cnmeihua.com,Sometimes inaccessible
2758,cnmozilla.sourceforge.net,Almost always inaccessible
2759,www.cn-musicinstrument.com,Inaccessible significantly more often than not
2760,cnn.com,Sometimes inaccessible
2761,cnn.com,Sometimes inaccessible
2762,www.cnn.com,Sometimes inaccessible
2763,cnndtrt.yes8.com,Inaccessible more often than not
2764,cnpa.admin.yzu.edu.tw,Sometimes inaccessible
2765,cnpa.yzu.edu.tw,Sometimes inaccessible
2766,www.cnpc.gov.tw,Inaccessible more often than not
2767,www.cn-qiaoshou.com,Inaccessible significantly more often than not
2768,www.cnqida.com,Sometimes inaccessible
2769,www.cn-realestate.com,Inaccessible significantly more often than not
2770,www.cnroom.com,Sometimes inaccessible
2771,www.cns11643.gov.tw,Inaccessible significantly more often than not
2772,www.cn-safety.com,Sometimes inaccessible
2773,www.cnscfd.com,Almost always inaccessible
2774,www.cnsenda.com,Almost always inaccessible
2775,www.cnsh-flower.com,Almost always inaccessible
2776,www.cnsist.org,Sometimes inaccessible
2777,www.cnsm.net,Almost always inaccessible
2778,www.cnsol.com,Almost always inaccessible
2779,cnspecialbreed.com,Inaccessible in every test
2780,www.cnspecialbreed.com,Inaccessible significantly more often than not
2781,cns-web.bu.edu,Sometimes inaccessible
2782,www.cntcgs.com,Sometimes inaccessible
2783,www.cnthumb.com,Almost always inaccessible
2784,www.cntianlong.com,Sometimes inaccessible
2785,www.cnunet.com,Almost always inaccessible
2786,cnwvt.server101.com,Sometimes inaccessible
2787,www.cnxinlida.com,Sometimes inaccessible
2788,www.cnyou.netfirms.com,Almost always inaccessible
2789,www.cnys.com,Almost always inaccessible
2790,www.cnyunfeng.com,Inaccessible more often than not
2791,www.co.arlington.va.us,Sometimes inaccessible
2792,www.co.solano.ca.us,Sometimes inaccessible
2793,www.co.uscourts.gov,Inaccessible in every test
2794,www.coa.gov.tw,Inaccessible significantly more often than not
2795,coalition.fy.edu.tw,Sometimes inaccessible
2796,www.coalliance.org,Sometimes inaccessible
2797,c-oasis.tripod.com,Inaccessible in every test
2798,www.coasthotel.com.tw,Sometimes inaccessible
2799,www.coaststar.com,Inaccessible significantly more often than not
2800,www.coatings.com.hk,Inaccessible more often than not
2801,www.coatings.de,Inaccessible significantly more often than not
2802,www.cob.uscourts.gov,Almost always inaccessible
2803,cocacola.ks.tw.to,Sometimes inaccessible
2804,www.cocaineaddiction.com,Almost always inaccessible
2805,www.cockettes.com,Almost always inaccessible
2806,www.cocoabeachcommunitychurch.org,Almost always inaccessible
2807,cocoe.in2000.com,Inaccessible in every test
2808,cocolee.in2000.com,Inaccessible in every test
2809,cocolic.cjb.net,Inaccessible in every test
2810,code.law.harvard.edu,Sometimes inaccessible
2811,codingsluts.org,Sometimes inaccessible
2812,www.codisa.cc,Almost always inaccessible
2813,coffee.creation.com.tw,Often inaccessible
2814,coffeebooks.8m.com,Inaccessible in every test
2815,www.cogts.edu,Sometimes inaccessible
2816,www.coinexchange.com.cn,Inaccessible significantly more often than not
2817,www.coinsorient.com,Almost always inaccessible
2818,coip17th.cjb.net,Inaccessible in every test
2819,www.col.itesm.mx,Sometimes inaccessible
2820,www.colbssport.com,Often inaccessible
2821,www.colchsfc.ac.uk,Sometimes inaccessible
2822,colditz.dns2go.com,Inaccessible in every test
2823,coldwar.army.mil,Inaccessible significantly more often than not
2824,www.co-life.com,Almost always inaccessible
2825,www.collegeheightsbc.org,Often inaccessible
2826,www.colliervilleumc.org,Inaccessible in every test
2827,collieworld.uhome.net,Inaccessible more often than not
2828,colond.org,Sometimes inaccessible
2829,Color_Vision.tripod.com,Inaccessible in every test
2830,www.color123.com.tw,Inaccessible significantly more often than not
2831,www.coloradotrends.com,Often inaccessible
2832,www.color-climax.com,Almost always inaccessible
2833,colorful-cards.com,Inaccessible in every test
2834,www.colorfully.com.tw,Almost always inaccessible
2835,www.color-namecard.com.hk,Sometimes inaccessible
2836,colorworld.in2000.com,Inaccessible in every test
2837,www.colourfulballoon.com,Inaccessible more often than not
2838,www.columbia.edu,Sometimes inaccessible
2839,columbia.lib.fl.us,Sometimes inaccessible
2840,www.columbia-academy.com,Almost always inaccessible
2841,www.columbiatribune.com,Sometimes inaccessible
2842,www.columbusgachurchguide.org,Almost always inaccessible
2843,www.columbustech.org,Sometimes inaccessible
2844,www.ColumbusWired.net,Sometimes inaccessible
2845,www.combsmusic.com,Sometimes inaccessible
2846,come.to,Almost always inaccessible
2847,www.come.to,Almost always inaccessible
2848,www.comefree.com.tw,Sometimes inaccessible
2849,www.come-into-play.com,Inaccessible significantly more often than not
2850,www.comekey.com,Almost always inaccessible
2851,comeon.taipei-elife.net,Inaccessible significantly more often than not
2852,come-van.itgo.com,Almost always inaccessible
2853,comic.isfunny.com,Inaccessible in every test
2854,www.comicfilm.cjb.net,Inaccessible significantly more often than not
2855,comichouse.uhome.net,Inaccessible more often than not
2856,comics.uhome.net,Inaccessible in every test
2857,comics-city.8k.com,Inaccessible in every test
2858,comicsvillage.netfirms.com,Inaccessible in every test
2859,comicworld.1444.net,Inaccessible in every test
2860,www.comingway.com,Almost always inaccessible
2861,comlux.bizland.com,Inaccessible in every test
2862,www.commacktimes.com,Sometimes inaccessible
2863,www.commercial.co.nz,Sometimes inaccessible
2864,www.communiquejournal.org,Sometimes inaccessible
2865,communist.to,Inaccessible in every test
2866,community.taipei-elife.net,Inaccessible significantly more often than not
2867,community.udnnews.com,Inaccessible more often than not
2868,www.communitychurch.net,Sometimes inaccessible
2869,www.CommunityHope.com,Almost always inaccessible
2870,www.communityplanner.taipei.gov.tw,Inaccessible more often than not
2871,www.communitypress-online.com,Sometimes inaccessible
2872,www.comnet.ca,Almost always inaccessible
2873,www.compatti.com,Inaccessible more often than not
2874,www.complant.com.hk,Sometimes inaccessible
2875,compuaidclub.uhome.net,Inaccessible in every test
2876,www.compuex.com,Sometimes inaccessible
2877,www.comp-u-geek.net,Almost always inaccessible
2878,www.CompuHelp.net,Sometimes inaccessible
2879,www.compulink.co.uk,Almost always inaccessible
2880,www.compunet.com.tw,Sometimes inaccessible
2881,www.computek.net,Inaccessible significantly more often than not
2882,computer.sunnyho.net,Inaccessible in every test
2883,www.computerlinkmag.com,Inaccessible significantly more often than not
2884,www.comrades.org,Almost always inaccessible
2885,www.comunicativa.com,Almost always inaccessible
2886,www.concentric.com,Almost always inaccessible
2887,www.concept.faithweb.com,Inaccessible significantly more often than not
2888,www.confucius-museum.com.cn,Sometimes inaccessible
2889,www.congleton.gov.uk,Often inaccessible
2890,www.congregationbethtorah.org,Sometimes inaccessible
2891,www.congress.gov.ph,Sometimes inaccessible
2892,connect.to,Inaccessible in every test
2893,www.connect.to,Almost always inaccessible
2894,connections.connectok.com,Sometimes inaccessible
2895,www.connectionsmagazine.bc.ca,Almost always inaccessible
2896,conniesbeauty.tripod.com,Inaccessible in every test
2897,www.conrowagroup.com,Sometimes inaccessible
2898,www.consciousgrowth.com,Almost always inaccessible
2899,www.conserv.com.cn,Inaccessible significantly more often than not
2900,www.conservativecatholic.com,Almost always inaccessible
2901,www.consortiumnews.com,Almost always inaccessible
2902,www.conspiracyplanet.com,Inaccessible more often than not
2903,constancy.hopto.org,Inaccessible in every test
2904,www.constantsky.com.hk.ro,Almost always inaccessible
2905,www.construction.tpc.gov.tw,Inaccessible significantly more often than not
2906,www.consulatfrance.org.tr,Sometimes inaccessible
2907,www.consul-france.org,Almost always inaccessible
2908,www.consulfrance-abidjan.org,Sometimes inaccessible
2909,www.consulfrance-barcelone.org,Sometimes inaccessible
2910,www.consulfrance-casablanca.org,Sometimes inaccessible
2911,www.consulfrance-conakry.org.gn,Sometimes inaccessible
2912,www.consulfrance-hongkong.org,Inaccessible more often than not
2913,www.contech.com.tw,Sometimes inaccessible
2914,www.contracostatimes.com,Almost always inaccessible
2915,conversiontojudaism.com,Inaccessible in every test
2916,www.cookegg.f4w.net,Almost always inaccessible
2917,cookegg.uhome.net,Inaccessible in every test
2918,www.cookies.fans-club.com,Almost always inaccessible
2919,cookies.musicpage.com,Inaccessible in every test
2920,cookiestalk.hk-homepage.com,Inaccessible in every test
2921,cookiethief.uhome.net,Inaccessible in every test
2922,www.cooktownnews.com,Sometimes inaccessible
2923,www.cool8.net,Almost always inaccessible
2924,www.coolantique.com,Almost always inaccessible
2925,cooldoc.dhs.org,Inaccessible in every test
2926,coolguitar.uhome.net,Inaccessible in every test
2927,www.coolqq.com,Inaccessible in every test
2928,coolvet.in2000.com,Inaccessible in every test
2929,www.co-op-party.org.uk,Sometimes inaccessible
2930,copera18.39m.net,Inaccessible in every test
2931,www.copgny.org,Almost always inaccessible
2932,copm.k12.net.cn,Inaccessible more often than not
2933,www.copvcia.com,Almost always inaccessible
2934,www.coral.com.hk,Inaccessible in every test
2935,coreberry.uhome.net,Inaccessible in every test
2936,corey.org,Sometimes inaccessible
2937,corky.net,Sometimes inaccessible
2938,www.corneliacog.homestead.com,Often inaccessible
2939,www.cornellprogressive.org,Almost always inaccessible
2940,www.cornercaffe.com.tw,Almost always inaccessible
2941,www.cornerstonebc.click2site.com,Almost always inaccessible
2942,coronaclub.852.net,Almost always inaccessible
2943,www.corridorrecords.com,Often inaccessible
2944,www.cos.org.sg,Inaccessible more often than not
2945,www.cosplayshop.com,Almost always inaccessible
2946,www.cotr.bc.ca,Sometimes inaccessible
2947,www.counsel.idv.tw,Sometimes inaccessible
2948,www.counselingsource.com,Sometimes inaccessible
2949,www.counterculture.com,Sometimes inaccessible
2950,www.counterfeitlibrary.com,Sometimes inaccessible
2951,countless.members.easyspace.com,Inaccessible in every test
2952,www.countrycallingcodes.com,Almost always inaccessible
2953,www.countrychurch.net,Almost always inaccessible
2954,www.country-ktv.com.tw,Often inaccessible
2955,www.countrysidechurch.org,Inaccessible significantly more often than not
2956,www.countylinecowboychurch.org,Almost always inaccessible
2957,www.couple.org.hk,Almost always inaccessible
2958,www.couplesoasis.org,Almost always inaccessible
2959,courthouse.uhome.net,Inaccessible in every test
2960,www.courtsofpraise.com,Almost always inaccessible
2961,www.covbap.org,Almost always inaccessible
2962,www.covenantcommunityopc.org,Almost always inaccessible
2963,www.cowichannewsleader.com,Sometimes inaccessible
2964,www.cpa.gov.tw,Often inaccessible
2965,www.cpafocus.com,Inaccessible more often than not
2966,cpahk.tripod.com,Inaccessible in every test
2967,www.cpami.gov.tw,Almost always inaccessible
2968,www.cpaws.org,Inaccessible significantly more often than not
2969,www.cpawscalgary.org,Almost always inaccessible
2970,www.cp-blind.com.tw,Often inaccessible
2971,www.cpc.gov.tw,Inaccessible more often than not
2972,www.cpcla.net,Almost always inaccessible
2973,cpcoaches.pngusa.net,Sometimes inaccessible
2974,www.cpdhk.f4w.net,Almost always inaccessible
2975,cpes.fhl.net,Inaccessible in every test
2976,www.cpes.org.tw,Sometimes inaccessible
2977,www.cpes.tyc.edu.tw,Inaccessible more often than not
2978,cphcf.medchina.net,Sometimes inaccessible
2979,cpile.ornl.gov,Sometimes inaccessible
2980,www.cpj.ca,Almost always inaccessible
2981,cpjy.126.com,Sometimes inaccessible
2982,www.cppcc.gov.cn,Sometimes inaccessible
2983,www.cpr.org.tw,Sometimes inaccessible
2984,www.cpsa.net,Almost always inaccessible
2985,www.cpubco.com,Sometimes inaccessible
2986,www.cpxsj.com,Almost always inaccessible
2987,cpxx.luohuedu.net,Sometimes inaccessible
2988,www.cq.lm.molss.gov.cn,Inaccessible significantly more often than not
2989,www.cqfyz.com,Inaccessible more often than not
2990,www.cq-hc.com,Almost always inaccessible
2991,www.cqjhc.com,Sometimes inaccessible
2992,www.cqmsac.com,Sometimes inaccessible
2993,cracksmokers.org,Inaccessible significantly more often than not
2994,www.cranfordumc.org,Inaccessible significantly more often than not
2995,crash.to,Almost always inaccessible
2996,www.crawford-door.net,Almost always inaccessible
2997,www.crc.paragould.ar.us,Sometimes inaccessible
2998,www.crcweb.org,Inaccessible more often than not
2999,crdiy.tw.to,Sometimes inaccessible
3000,creaders.net,Inaccessible in every test
3001,www.creaders.net,Almost always inaccessible
3002,www.creationethics.org,Sometimes inaccessible
3003,www.CreationOutreach.com,Almost always inaccessible
3004,www.creations.f4w.net,Almost always inaccessible
3005,www.creationtips.ws,Almost always inaccessible
3006,www.creativelivinginc.com,Inaccessible significantly more often than not
3007,www.creativeman.com,Almost always inaccessible
3008,www.creatohk.net,Inaccessible significantly more often than not
3009,www.creators.idv.tw,Almost always inaccessible
3010,www.credit007.com.tw,Sometimes inaccessible
3011,creditcard.conx.com.tw,Inaccessible in every test
3012,www.creeklife.com,Almost always inaccessible
3013,www.creeksidecovenant.org,Sometimes inaccessible
3014,creepykidsclub.org,Sometimes inaccessible
3015,www.cremc.com.tw,Almost always inaccessible
3016,www.crescent-news.com,Sometimes inaccessible
3017,www.cresourcei.org,Almost always inaccessible
3018,www.cresta.com.tw,Inaccessible more often than not
3019,www.crestedbuttechronicle.com,Often inaccessible
3020,www.crew.umich.edu,Often inaccessible
3021,www.cr-haute-normandie.fr,Sometimes inaccessible
3022,www.cricklade.ac.uk,Sometimes inaccessible
3023,www.crimesofwar.org,Almost always inaccessible
3024,criminaljim.uhome.net,Inaccessible in every test
